fecha_devolucion,id_producto,id_tienda,cantidad_devuelta
22/6/2027,444,6,1
22/6/2027,487,7,1
22/6/2027,612,6,2
22/6/2027,685,6,1
22/6/2027,699,3,1
22/6/2027,716,3,1
22/6/2027,801,17,1
22/6/2027,821,7,1
22/6/2027,902,6,2
22/6/2027,919,6,1
22/6/2027,1241,17,2
22/6/2027,1355,6,1
22/6/2027,1472,17,1
23/6/2027,182,13,1
23/6/2027,213,13,1
23/6/2027,265,13,1
23/6/2027,480,24,2
23/6/2027,962,13,1
23/6/2027,1410,16,1
27/6/2027,146,16,1
27/6/2027,404,16,1
27/6/2027,601,17,1
27/6/2027,668,16,1
27/6/2027,714,17,1
27/6/2027,902,17,1
27/6/2027,999,17,1
27/6/2027,1059,16,1
27/6/2027,1088,17,2
27/6/2027,1229,17,1
27/6/2027,1285,17,1
27/6/2027,1487,17,2
28/6/2027,58,15,1
28/6/2027,393,15,1
28/6/2027,544,15,1
28/6/2027,664,15,1
28/6/2027,1361,23,2
28/6/2027,1525,23,1
7/1/2027,19,6,1
7/1/2027,44,3,1
7/1/2027,1182,6,1
7/1/2027,1210,23,1
7/2/2027,70,16,1
7/2/2027,239,16,1
7/2/2027,431,16,1
7/2/2027,564,17,1
7/2/2027,1154,17,1
7/2/2027,1375,16,1
7/3/2027,465,15,1
7/3/2027,1075,13,1
7/3/2027,1114,13,2
7/3/2027,1286,13,2
7/4/2027,178,17,1
7/4/2027,477,16,1
7/4/2027,564,17,1
7/4/2027,658,17,1
7/4/2027,834,16,2
7/4/2027,896,16,1
7/4/2027,1272,16,2
7/4/2027,1293,16,2
7/5/2027,309,17,2
7/5/2027,336,23,1
7/5/2027,455,7,1
7/5/2027,568,7,2
7/5/2027,611,17,1
7/5/2027,982,7,1
7/5/2027,1234,17,1
7/5/2027,1342,17,1
7/5/2027,1362,17,1
7/5/2027,1448,17,1
7/5/2027,1520,7,1
7/6/2027,252,13,2
7/6/2027,312,15,1
7/6/2027,484,13,1
7/6/2027,484,13,1
7/6/2027,486,13,1
7/6/2027,780,13,1
7/6/2027,833,13,1
7/6/2027,1036,13,1
7/6/2027,1158,13,1
7/6/2027,1196,13,2
7/6/2027,1206,17,1
7/6/2027,1256,13,1
7/6/2027,1324,15,1
7/6/2027,1365,13,1
7/6/2027,1474,15,1
7/6/2027,1496,17,1
7/9/2027,59,3,2
7/9/2027,512,3,1
7/9/2027,929,3,1
7/9/2027,1025,3,1
7/10/2027,2,7,1
7/10/2027,166,7,1
7/10/2027,366,7,1
7/10/2027,384,7,1
7/10/2027,442,23,1
7/10/2027,962,23,1
7/10/2027,1309,7,1
7/10/2027,1458,7,1
7/11/2027,126,11,2
7/11/2027,368,11,1
7/11/2027,368,6,1
7/11/2027,371,6,1
7/11/2027,452,11,1
7/11/2027,707,24,1
7/11/2027,1039,11,1
7/11/2027,1097,6,1
7/11/2027,1289,24,1
7/11/2027,1420,24,2
7/11/2027,1439,11,1
7/12/2027,254,23,1
14/7/2027,8,24,1
14/7/2027,80,11,1
14/7/2027,103,7,1
14/7/2027,679,11,1
14/7/2027,701,11,1
14/7/2027,779,24,1
14/7/2027,827,7,1
14/7/2027,859,24,1
14/7/2027,950,7,1
14/7/2027,1100,7,1
14/7/2027,1212,11,1
14/7/2027,1284,7,1
14/7/2027,1491,11,1
16/7/2027,348,3,1
16/7/2027,517,3,1
16/7/2027,993,3,1
17/7/2027,509,24,1
17/7/2027,658,6,1
17/7/2027,663,24,1
17/7/2027,804,24,1
17/7/2027,938,24,1
17/7/2027,1241,24,1
20/7/2027,66,13,1
20/7/2027,307,13,1
20/7/2027,432,13,1
20/7/2027,451,13,1
20/7/2027,492,13,1
20/7/2027,584,13,2
20/7/2027,761,13,1
20/7/2027,830,13,1
20/7/2027,969,13,1
20/7/2027,1406,7,1
20/7/2027,1430,13,1
20/7/2027,1465,7,1
22/7/2027,122,24,1
22/7/2027,126,24,2
22/7/2027,146,24,1
22/7/2027,938,24,2
22/7/2027,1063,24,2
23/7/2027,67,7,1
23/7/2027,86,7,2
23/7/2027,88,15,1
23/7/2027,174,7,1
23/7/2027,377,15,1
23/7/2027,433,7,1
23/7/2027,467,11,1
23/7/2027,487,7,1
23/7/2027,571,23,1
23/7/2027,645,11,1
23/7/2027,663,11,2
23/7/2027,835,15,1
23/7/2027,871,23,1
23/7/2027,912,16,1
23/7/2027,945,16,1
23/7/2027,986,16,2
23/7/2027,1172,7,2
23/7/2027,1195,7,1
23/7/2027,1250,15,1
23/7/2027,1262,7,1
23/7/2027,1431,11,1
24/7/2027,153,11,1
24/7/2027,198,11,1
24/7/2027,356,16,1
24/7/2027,469,11,1
24/7/2027,510,16,1
24/7/2027,732,16,2
24/7/2027,969,11,2
24/7/2027,1309,16,1
24/7/2027,1486,16,1
26/7/2027,171,6,1
26/7/2027,1333,6,1
27/7/2027,27,17,1
27/7/2027,43,13,1
27/7/2027,112,17,1
27/7/2027,223,16,1
27/7/2027,229,17,1
27/7/2027,248,13,1
27/7/2027,419,13,1
27/7/2027,435,16,1
27/7/2027,468,17,1
27/7/2027,477,13,1
27/7/2027,483,15,1
27/7/2027,573,13,1
27/7/2027,644,13,1
27/7/2027,656,13,1
27/7/2027,715,15,1
27/7/2027,786,13,1
27/7/2027,915,13,1
27/7/2027,996,16,1
27/7/2027,1016,17,1
27/7/2027,1086,17,1
27/7/2027,1125,13,2
27/7/2027,1128,13,1
27/7/2027,1148,15,1
27/7/2027,1170,13,1
27/7/2027,1175,13,1
27/7/2027,1201,17,2
27/7/2027,1219,17,1
27/7/2027,1231,15,1
27/7/2027,1305,13,1
27/7/2027,1396,16,1
27/7/2027,1529,15,1
28/7/2027,61,13,1
28/7/2027,203,3,2
28/7/2027,291,3,1
28/7/2027,504,3,1
28/7/2027,535,3,2
28/7/2027,632,6,2
28/7/2027,782,6,2
28/7/2027,1044,6,1
28/7/2027,1446,3,1
28/7/2027,1453,13,1
28/7/2027,1478,3,1
29/7/2027,143,3,1
29/7/2027,343,3,1
29/7/2027,448,11,1
29/7/2027,669,3,1
29/7/2027,790,11,1
29/7/2027,950,11,2
29/7/2027,998,3,1
8/1/2027,412,7,1
8/1/2027,687,7,2
8/1/2027,992,7,2
8/1/2027,1314,7,2
8/2/2027,139,24,1
8/2/2027,324,24,1
8/2/2027,471,24,2
8/2/2027,527,24,1
8/2/2027,557,24,1
8/2/2027,706,24,1
8/2/2027,1265,24,1
8/2/2027,1550,24,1
8/3/2027,406,16,1
8/3/2027,553,16,2
8/3/2027,854,16,1
8/3/2027,1166,16,1
8/3/2027,1177,16,1
8/3/2027,1343,16,1
8/3/2027,1357,16,2
8/4/2027,29,13,2
8/4/2027,105,17,2
8/4/2027,180,17,2
8/4/2027,240,13,1
8/4/2027,261,17,1
8/4/2027,269,7,1
8/4/2027,271,17,1
8/4/2027,424,7,2
8/4/2027,616,13,1
8/4/2027,837,7,1
8/4/2027,999,13,1
8/4/2027,1053,7,1
8/4/2027,1199,13,1
8/4/2027,1324,7,1
8/4/2027,1330,13,1
8/4/2027,1426,13,1
8/4/2027,1435,13,2
8/5/2027,592,6,1
8/5/2027,874,6,1
8/5/2027,1533,6,2
8/6/2027,24,13,1
8/6/2027,62,13,1
8/6/2027,79,13,1
8/6/2027,250,13,1
8/6/2027,1108,13,1
8/6/2027,1145,13,1
8/6/2027,1550,13,1
8/7/2027,40,7,1
8/7/2027,145,7,2
8/7/2027,149,11,1
8/7/2027,233,16,1
8/7/2027,345,16,2
8/7/2027,449,16,1
8/7/2027,593,7,1
8/7/2027,810,16,1
8/7/2027,1185,7,1
8/7/2027,1289,11,1
8/8/2027,715,13,1
8/8/2027,865,13,1
8/8/2027,1178,13,1
8/11/2027,427,15,1
8/11/2027,777,23,1
8/11/2027,854,15,2
8/11/2027,1116,15,1
8/11/2027,1180,15,1
8/11/2027,1249,23,2
8/11/2027,1432,23,1
8/12/2027,82,3,2
8/12/2027,299,6,1
8/12/2027,400,15,1
8/12/2027,1175,6,1
8/12/2027,1261,6,1
8/12/2027,1376,15,1
13/8/2027,199,3,1
13/8/2027,279,3,2
13/8/2027,284,3,1
13/8/2027,342,16,1
13/8/2027,526,16,1
13/8/2027,572,3,1
13/8/2027,770,11,1
13/8/2027,1339,3,1
13/8/2027,1429,3,1
14/8/2027,558,11,1
14/8/2027,579,17,1
14/8/2027,1230,17,1
14/8/2027,1374,11,2
15/8/2027,58,17,1
15/8/2027,123,7,1
15/8/2027,294,17,2
15/8/2027,357,17,1
15/8/2027,437,17,1
15/8/2027,514,17,1
15/8/2027,610,7,1
15/8/2027,684,7,1
15/8/2027,823,17,2
15/8/2027,958,7,1
15/8/2027,1022,17,1
15/8/2027,1096,17,1
15/8/2027,1285,17,1
15/8/2027,1379,7,1
15/8/2027,1431,7,1
16/8/2027,113,16,1
16/8/2027,905,16,1
16/8/2027,961,16,1
16/8/2027,1073,24,1
17/8/2027,130,6,1
17/8/2027,868,15,1
17/8/2027,953,6,2
18/8/2027,163,15,1
18/8/2027,313,15,2
18/8/2027,382,3,1
19/8/2027,322,3,1
19/8/2027,1096,3,1
19/8/2027,1123,3,1
19/8/2027,1155,3,2
19/8/2027,1178,3,1
21/8/2027,475,24,1
21/8/2027,516,24,1
21/8/2027,680,24,2
21/8/2027,836,24,1
21/8/2027,1287,24,2
21/8/2027,1298,24,2
22/8/2027,76,17,1
22/8/2027,376,17,2
22/8/2027,611,17,1
22/8/2027,872,11,1
22/8/2027,975,17,2
22/8/2027,1005,11,1
22/8/2027,1231,17,1
22/8/2027,1357,17,1
22/8/2027,1479,17,1
23/8/2027,119,24,1
23/8/2027,287,11,2
23/8/2027,427,24,2
23/8/2027,549,24,1
23/8/2027,575,24,2
23/8/2027,794,24,2
23/8/2027,915,24,1
23/8/2027,1266,11,2
23/8/2027,1272,11,1
23/8/2027,1407,11,1
23/8/2027,1461,24,2
24/8/2027,50,16,1
24/8/2027,413,16,1
24/8/2027,1256,16,1
24/8/2027,1429,16,1
25/8/2027,182,24,1
25/8/2027,231,24,1
25/8/2027,648,24,2
25/8/2027,715,24,1
25/8/2027,1036,24,1
25/8/2027,1463,24,1
25/8/2027,1475,24,1
26/8/2027,22,17,1
26/8/2027,49,23,1
26/8/2027,57,23,1
26/8/2027,79,23,1
26/8/2027,399,17,2
26/8/2027,641,17,1
26/8/2027,645,6,1
26/8/2027,734,23,1
26/8/2027,798,6,1
26/8/2027,860,17,1
26/8/2027,1301,17,1
26/8/2027,1376,17,2
27/8/2027,469,13,1
28/8/2027,29,15,2
28/8/2027,258,15,1
28/8/2027,850,15,1
28/8/2027,1158,15,2
28/8/2027,1522,6,1
29/8/2027,1251,3,1
29/8/2027,1417,3,2
29/8/2027,1519,3,1
30/8/2027,1050,7,1
30/8/2027,1389,7,1
9/1/2027,521,13,1
9/1/2027,1132,13,1
9/2/2027,132,15,2
9/2/2027,381,3,1
9/2/2027,468,3,1
9/2/2027,517,15,1
9/2/2027,541,3,1
9/2/2027,1210,11,1
9/2/2027,1395,16,1
9/2/2027,1400,15,1
9/2/2027,1450,11,1
9/2/2027,1519,11,1
9/2/2027,1519,16,1
9/3/2027,428,6,1
9/3/2027,812,6,1
9/3/2027,1417,6,1
9/4/2027,320,23,1
9/4/2027,603,23,1
9/4/2027,1232,15,1
9/4/2027,1416,15,1
9/5/2027,74,7,1
9/5/2027,286,7,1
9/5/2027,903,7,1
9/6/2027,10,7,1
9/6/2027,205,24,1
9/6/2027,689,24,1
9/6/2027,1008,24,1
9/6/2027,1061,7,1
9/6/2027,1151,7,1
9/6/2027,1423,7,1
9/6/2027,1432,24,1
9/7/2027,264,11,2
9/7/2027,585,24,1
9/7/2027,767,24,1
9/7/2027,774,11,2
9/7/2027,1422,11,2
9/7/2027,1437,11,2
9/8/2027,69,6,1
9/8/2027,125,15,1
9/8/2027,240,15,1
9/8/2027,298,6,1
9/8/2027,334,15,1
9/8/2027,574,6,1
9/8/2027,595,11,1
9/8/2027,616,6,1
9/8/2027,770,6,1
9/8/2027,832,11,1
9/8/2027,861,6,1
9/8/2027,1019,7,1
9/8/2027,1106,7,2
9/8/2027,1202,7,1
9/8/2027,1346,7,2
9/8/2027,1389,11,1
9/8/2027,1451,6,1
9/8/2027,1494,15,1
9/8/2027,1540,11,1
9/9/2027,87,7,1
9/9/2027,432,7,1
9/9/2027,1039,7,1
9/10/2027,176,13,2
9/10/2027,335,13,1
9/10/2027,653,11,1
9/10/2027,754,13,1
9/10/2027,863,11,1
9/10/2027,944,13,1
9/10/2027,953,11,1
9/10/2027,988,13,1
9/10/2027,1064,11,1
9/10/2027,1224,13,1
9/10/2027,1392,13,1
9/11/2027,618,13,1
9/11/2027,845,13,1
9/11/2027,879,23,2
9/11/2027,1461,23,1
9/12/2027,177,3,1
9/12/2027,886,3,1
9/12/2027,910,23,1
9/12/2027,992,3,1
13/9/2027,898,24,1
13/9/2027,919,24,1
13/9/2027,1488,24,1
14/9/2027,258,17,1
14/9/2027,259,17,1
14/9/2027,407,17,1
14/9/2027,464,3,1
14/9/2027,630,3,1
14/9/2027,862,17,1
14/9/2027,1471,3,1
15/9/2027,26,24,2
15/9/2027,1204,24,1
15/9/2027,1511,24,1
16/9/2027,790,23,1
17/9/2027,10,13,1
17/9/2027,428,6,1
17/9/2027,854,13,2
17/9/2027,924,6,1
17/9/2027,1213,13,1
17/9/2027,1218,6,1
17/9/2027,1477,6,1
18/9/2027,4,15,1
18/9/2027,28,13,2
18/9/2027,159,13,1
18/9/2027,374,13,2
18/9/2027,570,15,1
18/9/2027,577,15,1
18/9/2027,598,15,1
18/9/2027,821,6,1
18/9/2027,1068,13,1
18/9/2027,1118,15,1
18/9/2027,1214,13,1
18/9/2027,1452,13,1
18/9/2027,1546,13,1
19/9/2027,1264,7,1
20/9/2027,123,17,1
20/9/2027,325,16,1
20/9/2027,325,3,1
20/9/2027,336,3,1
20/9/2027,675,17,2
20/9/2027,772,16,1
20/9/2027,832,3,2
20/9/2027,893,16,2
20/9/2027,954,23,1
20/9/2027,1011,16,1
20/9/2027,1043,23,1
20/9/2027,1174,16,1
20/9/2027,1208,3,1
20/9/2027,1211,17,1
20/9/2027,1321,16,1
20/9/2027,1425,3,1
21/9/2027,42,17,1
21/9/2027,45,17,1
21/9/2027,457,17,1
21/9/2027,486,17,1
21/9/2027,623,17,1
21/9/2027,985,17,1
21/9/2027,1098,17,1
21/9/2027,1178,17,1
21/9/2027,1211,17,1
21/9/2027,1365,17,1
21/9/2027,1413,17,1
22/9/2027,17,17,1
22/9/2027,466,17,1
22/9/2027,668,17,1
22/9/2027,755,17,1
22/9/2027,1407,17,2
23/9/2027,45,24,1
23/9/2027,164,17,2
23/9/2027,289,17,1
23/9/2027,343,16,1
23/9/2027,450,17,1
23/9/2027,463,17,1
23/9/2027,471,3,1
23/9/2027,502,17,1
23/9/2027,753,3,1
23/9/2027,789,17,1
23/9/2027,859,16,1
23/9/2027,874,24,1
23/9/2027,926,17,1
23/9/2027,1206,17,1
23/9/2027,1302,17,1
23/9/2027,1418,17,1
23/9/2027,1450,17,1
23/9/2027,1525,16,1
27/9/2027,261,16,1
27/9/2027,267,15,1
27/9/2027,453,16,1
27/9/2027,552,15,1
27/9/2027,664,15,1
27/9/2027,714,11,1
27/9/2027,779,16,1
27/9/2027,907,16,1
27/9/2027,947,15,1
27/9/2027,995,15,2
27/9/2027,1241,15,1
27/9/2027,1454,15,1
29/9/2027,370,16,1
29/9/2027,666,16,1
29/9/2027,1446,16,2
10/2/2027,40,13,1
10/2/2027,125,24,1
10/2/2027,529,13,1
10/2/2027,629,13,1
10/2/2027,768,13,1
10/2/2027,964,13,2
10/2/2027,1118,13,1
10/2/2027,1266,13,1
10/2/2027,1432,13,2
10/3/2027,265,15,1
10/3/2027,458,15,1
10/3/2027,688,15,1
10/3/2027,1342,15,1
10/3/2027,1396,15,1
10/3/2027,1472,15,1
10/4/2027,125,23,1
10/4/2027,139,24,1
10/4/2027,180,24,1
10/4/2027,336,24,1
10/4/2027,563,24,1
10/5/2027,188,13,1
10/6/2027,774,17,2
10/6/2027,1031,17,1
10/6/2027,1057,17,1
10/7/2027,195,23,2
10/7/2027,356,3,1
10/7/2027,384,23,2
10/7/2027,386,23,1
10/7/2027,472,6,1
10/7/2027,579,3,1
10/7/2027,595,23,1
10/7/2027,710,6,1
10/7/2027,1187,23,1
10/7/2027,1431,3,1
10/8/2027,629,23,1
10/8/2027,911,23,1
10/9/2027,127,7,1
10/9/2027,357,7,1
10/9/2027,678,7,1
10/9/2027,906,7,2
10/9/2027,1354,7,2
10/10/2027,322,17,2
10/10/2027,332,17,1
10/10/2027,405,11,2
10/10/2027,566,17,1
10/10/2027,581,17,1
10/10/2027,632,17,2
10/10/2027,709,17,1
10/10/2027,727,11,1
10/10/2027,735,11,2
10/10/2027,845,17,1
10/10/2027,882,17,1
10/10/2027,959,17,1
10/10/2027,1226,17,1
10/10/2027,1337,17,1
10/10/2027,1377,11,1
10/10/2027,1406,11,2
10/10/2027,1497,11,1
10/10/2027,1503,17,1
10/12/2027,561,3,1
10/12/2027,1392,3,1
13/10/2027,258,11,2
13/10/2027,455,11,1
13/10/2027,844,11,1
13/10/2027,1353,11,1
13/10/2027,1377,11,1
13/10/2027,1515,11,2
13/10/2027,1523,11,1
14/10/2027,3,17,2
14/10/2027,8,17,1
14/10/2027,490,17,1
14/10/2027,552,17,1
14/10/2027,572,17,1
14/10/2027,613,16,2
14/10/2027,636,17,1
14/10/2027,678,16,1
14/10/2027,776,17,1
14/10/2027,1098,16,1
14/10/2027,1129,17,1
14/10/2027,1140,17,1
14/10/2027,1292,17,1
14/10/2027,1398,17,1
14/10/2027,1514,17,1
15/10/2027,36,15,1
15/10/2027,351,13,1
15/10/2027,396,15,1
15/10/2027,404,11,1
15/10/2027,490,11,2
15/10/2027,536,11,2
15/10/2027,777,13,1
15/10/2027,802,11,2
15/10/2027,919,15,2
15/10/2027,952,16,1
15/10/2027,954,16,1
15/10/2027,1154,15,1
15/10/2027,1237,15,2
15/10/2027,1418,11,1
15/10/2027,1484,13,1
15/10/2027,1490,6,1
15/10/2027,1539,6,1
16/10/2027,115,11,1
16/10/2027,255,15,1
16/10/2027,330,13,1
16/10/2027,477,13,1
16/10/2027,610,11,2
16/10/2027,675,15,1
16/10/2027,785,3,1
16/10/2027,809,11,2
16/10/2027,938,23,1
16/10/2027,1012,11,1
16/10/2027,1068,11,1
16/10/2027,1142,13,1
16/10/2027,1412,13,1
17/10/2027,236,16,1
18/10/2027,938,11,1
18/10/2027,985,11,2
19/10/2027,163,7,1
19/10/2027,416,7,2
19/10/2027,444,24,1
19/10/2027,503,6,1
19/10/2027,549,7,1
19/10/2027,581,24,1
19/10/2027,621,24,1
19/10/2027,836,6,2
19/10/2027,859,7,1
19/10/2027,957,24,2
19/10/2027,1021,24,1
19/10/2027,1144,24,1
19/10/2027,1149,7,2
19/10/2027,1204,7,1
19/10/2027,1403,24,1
19/10/2027,1424,24,1
19/10/2027,1439,24,1
19/10/2027,1461,7,2
20/10/2027,96,7,1
20/10/2027,242,7,1
20/10/2027,245,7,1
20/10/2027,408,7,1
20/10/2027,559,7,1
20/10/2027,787,7,1
20/10/2027,1148,7,1
21/10/2027,180,13,1
21/10/2027,562,17,1
21/10/2027,617,17,1
21/10/2027,887,17,1
21/10/2027,908,17,1
21/10/2027,1019,17,1
21/10/2027,1099,13,1
21/10/2027,1117,13,1
21/10/2027,1410,13,1
22/10/2027,59,7,1
22/10/2027,62,24,1
22/10/2027,234,7,1
22/10/2027,311,7,1
22/10/2027,325,7,1
22/10/2027,364,7,2
22/10/2027,387,3,1
22/10/2027,469,24,1
22/10/2027,476,24,1
22/10/2027,613,15,1
22/10/2027,631,15,1
22/10/2027,644,15,2
22/10/2027,687,3,1
22/10/2027,782,16,2
22/10/2027,797,3,1
22/10/2027,904,24,2
22/10/2027,918,7,1
22/10/2027,929,7,2
22/10/2027,1004,15,1
23/10/2027,66,23,2
23/10/2027,224,23,1
23/10/2027,300,16,1
23/10/2027,755,16,1
23/10/2027,1009,23,1
23/10/2027,1223,23,1
24/10/2027,11,6,1
24/10/2027,123,6,2
24/10/2027,369,6,1
24/10/2027,437,6,1
24/10/2027,457,6,2
24/10/2027,908,6,1
24/10/2027,1512,6,1
26/10/2027,54,17,1
26/10/2027,739,17,1
27/10/2027,554,3,1
27/10/2027,820,15,1
27/10/2027,1014,3,1
27/10/2027,1253,6,2
27/10/2027,1487,3,2
11/1/2027,444,7,1
11/1/2027,939,7,1
11/1/2027,1392,7,1
11/1/2027,1447,7,1
11/2/2027,22,7,1
11/2/2027,126,15,1
11/2/2027,470,7,1
11/2/2027,495,7,2
11/2/2027,608,15,1
11/2/2027,869,7,1
11/2/2027,982,15,1
11/2/2027,993,15,1
11/2/2027,1194,7,1
11/2/2027,1230,15,1
11/2/2027,1232,15,1
11/2/2027,1330,15,1
11/3/2027,37,17,1
11/3/2027,242,17,1
11/3/2027,792,17,1
11/3/2027,993,17,1
11/3/2027,1136,17,1
11/3/2027,1197,17,1
11/3/2027,1418,17,1
11/4/2027,18,15,1
11/4/2027,169,13,1
11/4/2027,184,13,1
11/4/2027,305,13,1
11/4/2027,485,13,1
11/4/2027,900,15,1
11/4/2027,1143,13,1
11/6/2027,390,3,2
11/6/2027,1086,3,1
11/6/2027,1236,3,1
11/7/2027,6,6,1
11/7/2027,198,3,1
11/7/2027,591,3,1
11/7/2027,623,7,1
11/7/2027,679,3,1
11/7/2027,849,6,1
11/7/2027,941,3,1
11/7/2027,1040,6,1
11/7/2027,1167,6,1
11/7/2027,1273,6,1
11/7/2027,1501,7,1
11/8/2027,249,7,1
11/8/2027,380,24,1
11/8/2027,825,7,1
11/8/2027,1018,24,1
11/8/2027,1064,7,1
11/8/2027,1142,24,1
11/8/2027,1171,7,1
11/8/2027,1337,24,2
11/9/2027,660,24,1
11/9/2027,1139,23,2
11/9/2027,1428,24,1
11/10/2027,165,17,1
11/10/2027,165,6,1
11/10/2027,403,6,1
11/10/2027,451,6,1
11/10/2027,583,17,1
11/10/2027,626,17,1
11/10/2027,672,17,1
11/10/2027,693,17,1
11/10/2027,809,17,1
11/10/2027,1113,17,1
11/10/2027,1423,6,1
11/10/2027,1464,6,1
11/10/2027,1556,6,2
11/11/2027,120,3,1
11/11/2027,177,3,1
11/11/2027,409,3,1
11/11/2027,435,3,1
11/11/2027,558,3,1
11/11/2027,643,3,1
11/11/2027,1121,3,1
11/11/2027,1290,3,1
11/11/2027,1357,3,1
13/11/2027,237,7,2
13/11/2027,297,15,1
13/11/2027,442,15,1
13/11/2027,521,7,1
13/11/2027,738,15,1
13/11/2027,1089,7,1
13/11/2027,1113,7,1
13/11/2027,1187,15,1
13/11/2027,1264,15,1
13/11/2027,1342,7,1
13/11/2027,1460,15,1
14/11/2027,284,24,2
14/11/2027,398,24,1
14/11/2027,404,24,1
14/11/2027,848,24,1
14/11/2027,1537,24,1
15/11/2027,90,24,1
15/11/2027,202,16,1
15/11/2027,261,3,1
15/11/2027,351,3,1
15/11/2027,544,3,1
15/11/2027,694,3,1
15/11/2027,800,11,2
15/11/2027,880,3,1
15/11/2027,1089,16,1
15/11/2027,1196,16,2
15/11/2027,1339,11,1
15/11/2027,1360,16,2
15/11/2027,1464,16,1
16/11/2027,128,13,1
16/11/2027,695,11,1
16/11/2027,1004,13,1
16/11/2027,1193,11,1
16/11/2027,1482,11,1
16/11/2027,1495,23,1
16/11/2027,1555,13,1
17/11/2027,16,15,2
17/11/2027,536,15,1
17/11/2027,710,15,1
17/11/2027,774,15,1
17/11/2027,937,15,1
17/11/2027,1278,15,2
17/11/2027,1456,15,1
18/11/2027,350,6,1
18/11/2027,577,13,2
18/11/2027,649,13,1
18/11/2027,836,13,1
18/11/2027,1167,13,1
18/11/2027,1207,13,1
18/11/2027,1268,13,2
18/11/2027,1401,6,2
19/11/2027,1156,23,1
21/11/2027,36,6,1
21/11/2027,172,17,1
21/11/2027,328,16,1
21/11/2027,394,6,2
21/11/2027,470,16,1
21/11/2027,553,6,2
21/11/2027,688,16,1
21/11/2027,713,6,1
21/11/2027,743,16,1
21/11/2027,778,23,1
21/11/2027,913,16,1
21/11/2027,944,16,1
21/11/2027,1177,17,2
21/11/2027,1233,6,2
21/11/2027,1320,16,1
21/11/2027,1362,16,1
21/11/2027,1386,16,1
21/11/2027,1386,17,1
21/11/2027,1402,16,1
21/11/2027,1454,23,2
22/11/2027,22,17,1
22/11/2027,337,16,1
22/11/2027,353,16,1
22/11/2027,357,17,1
22/11/2027,485,16,2
22/11/2027,514,16,1
22/11/2027,615,16,1
22/11/2027,860,16,1
22/11/2027,1073,17,2
22/11/2027,1087,17,1
22/11/2027,1210,17,1
22/11/2027,1401,16,1
24/11/2027,124,16,1
24/11/2027,582,16,1
24/11/2027,1072,16,1
25/11/2027,101,24,1
25/11/2027,228,16,1
25/11/2027,321,16,1
25/11/2027,334,13,1
25/11/2027,552,24,1
25/11/2027,560,16,1
25/11/2027,897,13,1
25/11/2027,970,24,1
25/11/2027,1080,24,2
25/11/2027,1252,13,1
25/11/2027,1313,24,1
25/11/2027,1332,13,1
25/11/2027,1343,13,1
25/11/2027,1483,13,1
25/11/2027,1500,13,1
26/11/2027,7,6,1
26/11/2027,32,11,1
26/11/2027,107,11,1
26/11/2027,296,6,1
26/11/2027,465,6,1
26/11/2027,709,6,1
26/11/2027,948,11,1
26/11/2027,995,6,1
26/11/2027,1454,11,1
27/11/2027,194,15,1
27/11/2027,337,15,1
27/11/2027,354,11,1
27/11/2027,543,11,1
27/11/2027,1275,15,1
27/11/2027,1497,11,1
27/11/2027,1500,15,1
28/11/2027,64,11,1
28/11/2027,74,3,1
28/11/2027,127,17,1
28/11/2027,533,11,1
28/11/2027,591,3,1
28/11/2027,840,3,1
28/11/2027,917,17,1
28/11/2027,1093,17,1
28/11/2027,1158,11,1
28/11/2027,1166,11,1
28/11/2027,1348,3,2
28/11/2027,1417,3,1
28/11/2027,1447,17,1
30/11/2027,546,13,1
30/11/2027,562,13,2
30/11/2027,953,13,1
30/11/2027,1270,13,2
30/11/2027,1397,13,1
30/11/2027,1549,13,1
12/1/2027,152,6,1
12/1/2027,169,6,2
12/1/2027,958,6,1
12/1/2027,1208,6,1
12/1/2027,1263,6,1
12/1/2027,1268,6,1
12/1/2027,1299,6,1
12/1/2027,1435,6,1
12/1/2027,1484,6,1
12/2/2027,269,7,2
12/2/2027,1084,7,1
12/2/2027,1431,7,1
12/3/2027,359,15,2
12/3/2027,538,23,1
12/3/2027,936,15,1
12/3/2027,1338,15,1
12/3/2027,1416,15,1
12/3/2027,1443,15,2
12/3/2027,1475,15,1
12/4/2027,22,7,1
12/4/2027,495,11,2
12/4/2027,576,7,1
12/4/2027,665,7,1
12/4/2027,899,7,1
12/4/2027,1139,11,1
12/4/2027,1369,7,1
12/4/2027,1519,11,1
12/4/2027,1544,11,1
12/5/2027,16,16,1
12/5/2027,40,23,1
12/5/2027,121,15,1
12/5/2027,561,16,1
12/5/2027,765,15,1
12/5/2027,919,16,2
12/5/2027,1064,16,1
12/5/2027,1201,16,1
12/5/2027,1534,15,1
12/6/2027,92,15,1
12/6/2027,195,15,1
12/6/2027,211,15,1
12/6/2027,361,15,2
12/6/2027,371,15,1
12/6/2027,1128,15,1
12/7/2027,11,17,2
12/7/2027,504,24,1
12/7/2027,540,17,1
12/7/2027,791,24,1
12/7/2027,947,17,1
12/7/2027,1140,17,1
12/7/2027,1260,17,1
12/7/2027,1261,17,1
12/7/2027,1350,17,1
12/7/2027,1442,17,1
12/8/2027,536,16,1
12/8/2027,1510,16,1
12/9/2027,460,3,1
12/9/2027,521,3,2
12/9/2027,862,3,2
12/9/2027,1388,3,1
